AirTemp,BuiltSurface,Elevation,LST,LULC,NDBI,NDVI,PopulationDensity,UrbanClass,WaterDistance,WindSpeed,Longitude,Latitude
28.12798588,14,598,48.4941902,50,0.050501367,0.078484158,55.88088989,30,452.7692569,2.080543428,73.84396808,18.66376801
27.79409916,0,638,47.27737508,30,0.174763684,0.180874489,11.44271278,30,690.651866,1.964554078,73.79163216,18.5130981
28.88797394,1,576,49.58112056,40,-0.142857143,0.593287266,2.88203001,12,860.2325267,2.221364185,73.95976166,18.67855928
29.12462849,25,573,53.40588494,50,-0.002601088,-0.044291671,140.0409088,30,446.4302857,2.241365912,73.96267226,18.57504249
28.52975997,0,560,48.82232012,40,0.127972215,0.119725558,0.0,12,53.85164807,2.170833195,73.943201,18.65673253
28.1694283,36,590,46.31691146,50,0.120359423,0.270925863,25.69107056,30,1072.800075,2.192059992,73.88038063,18.49307015
28.58830398,5,553,47.8447664,40,0.075388541,0.264192832,7.009921551,21,793.0952024,2.26777321,74.0189932,18.47407885
27.79409916,0,652,43.92771548,10,0.190104747,0.356476297,0.0,30,535.3503526,1.964554078,73.79212711,18.51919069
28.58830398,0,551,47.40725984,40,-0.283933755,0.687233565,0.866394818,30,428.0186912,2.26777321,73.97230726,18.52073496
27.67938471,95,591,47.19192458,50,0.108327192,0.08959928,70.29056549,30,735.3910524,1.956266523,73.72661992,18.67281415
28.14696374,73,597,47.48929232,50,0.01004716,0.265862611,185.7897034,30,347.8505426,2.087858749,73.84547598,18.63398802
27.67938471,0,712,44.8539989,10,0.077724061,0.420796333,0.0,11,450.0,1.956266523,73.70408686,18.69127592
28.9400636,0,542,51.39608918,30,0.058383545,0.169850284,10.34632969,22,171.1724277,2.351222966,74.09270444,18.51582929
29.12462849,0,559,53.46057326,50,0.042540443,0.077303371,2.797667503,21,1110.180166,2.241365912,74.01996883,18.56013959
29.12462849,0,630,53.05041086,30,0.162590491,0.147145537,0.0,21,791.2016178,2.241365912,74.04486279,18.57717338
28.12798588,0,568,40.67034242,10,-0.294536817,0.72604909,0.0,30,22.36067977,2.080543428,73.81422299,18.69123056
28.14696374,30,559,47.7422258,50,0.013570634,0.060511839,39.12006378,30,188.6796226,2.087858749,73.76931925,18.5919083
